app_id,title,release_date,genres,categories,developer_id,publisher_id,original_price
400,Portal,2007-10-10,Action,"Single-player, Steam Achievements, Captions available, Includes level editor, Includes Source SDK, Commentary available, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing",22973,18953,"28,8"
620,Portal 2,2011-04-18,"Action, Adventure","Single-player, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Stats, Includes level editor, Commentary available, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",22973,18953,"57,6"
2100,Dark Messiah of Might & Magic,2006-10-25,"Action, RPG","Single-player, Valve Anti-Cheat enabled, Family Sharing",1514,18671,"14,94"
3020,Call of Juarez,2007-11-08,Action,"Single-player, Steam Trading Cards, Family Sharing",21441,17687,"29,94"
3900,Sid Meier's Civilization® IV,2006-10-25,Strategy,"Single-player, Includes level editor, Family Sharing",7449,110,"59,94"
4570,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",2014-05-14,Strategy,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",17891,15679,57
4580,"Warhammer® 40,000: Dawn of War® - Dark Crusade",2014-05-14,Strategy,"Single-player, Steam Cloud, Family Sharing",17891,15679,57
6910,Deus Ex: Game of the Year Edition,2007-03-29,Action,"Single-player, Family Sharing",10500,5328,"20,94"
6920,Deus Ex: Invisible War,2007-03-29,Action,"Single-player, Family Sharing",10500,5328,"20,94"
8870,BioShock Infinite,2013-03-25,Action,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Remote Play on TV, Family Sharing",10558,110,"89,94"
8930,Sid Meier's Civilization® V,2010-09-23,Strategy,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing",7449,110,"89,94"
9310,"Warhammer® 40,000: Dawn of War® – Winter Assault",2014-05-14,Strategy,"Single-player, Family Sharing",17891,15679,57
9450,"Warhammer® 40,000: Dawn of War® - Soulstorm",2008-03-07,Strategy,"Single-player, Steam Cloud, Family Sharing",17891,15679,57
11040,Sherlock Holmes - Nemesis,2008-08-07,"Adventure, RPG","Single-player, Family Sharing",7931,6485,"29,94"
11050,Dracula: Origin,2008-08-07,"Adventure, Casual","Single-player, Family Sharing",7931,6485,"29,94"
11140,Sherlock Holmes: The Awakened (2008),2009-08-06,Adventure,"Single-player, Family Sharing",7931,6485,"29,94"
11150,Sherlock Holmes: The Silver Earring,2009-08-06,Adventure,"Single-player, Family Sharing",7931,6485,"29,94"
11190,Sherlock Holmes versus Jack the Ripper,2009-12-23,"Adventure, RPG","Single-player, Steam Cloud, Family Sharing",7931,6485,"29,94"
11250,Pacific Storm,2009-06-24,"Simulation, Strategy","Single-player, Steam Trading Cards, Family Sharing",3341,5641,24
11370,Nikopol: Secrets of the Immortals,2009-07-30,"Adventure, Indie","Single-player, Family Sharing",23689,11304,15
12150,Max Payne 2: The Fall of Max Payne,2011-01-06,Action,"Single-player, Family Sharing",17902,15121,"39,12"
12200,Bully: Scholarship Edition,2010-12-23,"Action, Adventure","Single-player, Family Sharing",18249,15121,"46,98"
12390,Exodus from the Earth,2008-10-24,Action,"Single-player, Family Sharing",16078,16940,"28,74"
13530,Prince of Persia: The Two Thrones™,2009-08-27,"Action, Adventure","Single-player, Family Sharing",22647,18671,"29,94"
13600,Prince of Persia®: The Sands of Time,2009-08-27,"Action, Adventure","Single-player, Family Sharing",11862,18671,"29,94"
15170,Heroes of Might & Magic V,2008-05-13,Strategy,"Single-player, Family Sharing",15044,18671,"29,94"
15370,Heroes of Might & Magic V: Tribes of the East,2008-10-10,Strategy,"Single-player, Family Sharing",15044,18671,"29,94"
15620,"Warhammer 40,000: Dawn of War II",2009-02-18,Strategy,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",17891,15679,"89,22"
16710,Insecticide Part 1,2008-07-01,"Action, Adventure","Single-player, Family Sharing",4597,11573,12
16810,Sid Meier's Civilization IV: Colonization,2008-09-23,Strategy,"Single-player, Family Sharing",7449,110,"59,94"
19980,Prince of Persia®,2008-12-10,"Action, Adventure","Single-player, Family Sharing",22647,18671,"29,94"
20570,"Warhammer® 40,000: Dawn of War® II Chaos Rising",2010-03-11,Strategy,"Single-player, Steam Cloud, Family Sharing",17891,15679,"89,22"
20900,The Witcher: Enhanced Edition Director's Cut,2008-09-16,"Action, RPG","Single-player, Steam Cloud, Family Sharing",3761,3095,"29,94"
20920,The Witcher 2: Assassins of Kings Enhanced Edition,2012-04-16,RPG,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",3761,3095,"59,94"
21000,LEGO® Batman™: The Videogame,2008-09-29,"Action, Adventure","Single-player, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",22317,19453,"59,34"
21980,Call of Juarez: Bound in Blood,2009-07-02,Action,"Single-player, Steam Cloud, Family Sharing",21441,17687,"29,94"
22320,The Elder Scrolls III: Morrowind® Game of the Year Edition,2009-06-16,RPG,"Single-player, Steam Cloud, Family Sharing",2404,1992,"33,9"
22330,The Elder Scrolls IV: Oblivion® Game of the Year Edition,2009-06-16,RPG,"Single-player, Steam Cloud, Family Sharing",2404,1992,"33,9"
22500,Spectromancer,2009-02-11,"Indie, Strategy","Single-player, Online PvP, LAN PvP, Shared/Split Screen PvP, Cross-Platform Multiplayer, Steam Achievements, Remote Play Together, Family Sharing",1404,18082,"20,7"
23450,Grand Ages: Rome,2009-03-05,"Simulation, Strategy","Single-player, Family Sharing",9188,9380,"32,94"
23455,Grand Ages: Rome - Reign of Augustus,,"Simulation, Strategy",Family Sharing,9188,9380,"20,94"
24640,Trainz: Classic Cabon City,2010-09-01,Simulation,"Single-player, Family Sharing",14508,12017,"52,8"
24670,Trainz™ Simulator 12,2011-06-08,Simulation,"Single-player, Steam Achievements, Stats, Steam Leaderboards, Family Sharing",14508,12017,"28,8"
32900,Restaurant Empire II,2009-05-27,"Casual, Indie, Simulation, Strategy","Single-player, Family Sharing",6778,5538,"52,8"
35140,Batman: Arkham Asylum Game of the Year Edition,2010-03-26,"Action, Adventure","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",18253,19496,"33,9"
38210,Roogoo,2009-12-17,Casual,"Single-player, Family Sharing",20026,16482,12
38700,Toki Tori,2010-01-28,"Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Includes level editor, Family Sharing",22586,18632,"15,54"
38720,RUSH,2010-12-03,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",22586,18632,15
38740,EDGE,2011-08-11,"Action, Indie","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",22586,18632,"19,14"
39540,SpellForce - Platinum Edition,2009-11-03,"Action, RPG","Single-player, Steam Cloud, Family Sharing",16370,18075,"22,14"
40700,Machinarium,2009-10-16,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",1011,839,"41,94"
40720,Samorost 2,2009-12-10,"Adventure, Casual, Indie","Single-player, Steam Achievements, Family Sharing",1011,839,"11,94"
40800,Super Meat Boy,2010-11-30,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",21328,17607,"28,74"
41000,Serious Sam HD: The First Encounter,2009-11-24,"Action, Indie","Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",4764,4550,"122,52"
41070,Serious Sam 3: BFE,2011-11-22,"Action, Indie","Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Remote Play on TV, Remote Play Together, Family Sharing",4764,4550,"135,6"
41500,Torchlight,2009-10-27,RPG,"Single-player, Steam Achievements, Steam Cloud, Includes level editor, Family Sharing",18477,1184,"28,74"
42120,Lead and Gold: Gangs of the Wild West,2010-04-08,Action,"Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",7293,5948,"28,98"
42140,Hamilton's Great Adventure,2011-05-31,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",7293,5948,"28,8"
42170,Krater,2012-06-12,"Action, Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",7293,5948,"28,74"
46720,Dimensity,2010-07-21,RPG,"Single-player, Family Sharing",5014,16940,27
48000,LIMBO,2011-08-02,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",16737,13856,"22,14"
55150,"Warhammer 40,000: Space Marine - Anniversary Edition",2011-09-05,Action,"Single-player, Steam Achievements, Steam Leaderboards, Remote Play on TV, Family Sharing",17891,15679,"179,94"
56400,"Warhammer 40,000: Dawn of War II: Retribution",2011-02-28,Strategy,"Single-player, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",17891,15679,"89,22"
56438,Dawn of War II: Retribution – The Last Stand,2011-04-20,Strategy,Family Sharing,17891,15679,45
65530,SpellForce 2: Faith in Destiny,2012-06-19,"RPG, Strategy","Single-player, Family Sharing",13881,18075,"29,94"
91600,Sanctum,2011-04-15,"Action, Casual, Indie, Strategy","Single-player, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",4285,3513,"28,8"
92800,SpaceChem,2011-03-02,"Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",24408,20180,"28,8"
95400,ibb & obb,2014-05-26,"Action, Adventure, Indie","Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",19974,16537,"23,94"
96000,The Tiny Bang Story,2011-04-22,"Adventure, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",4328,3551,"15,54"
98300,Toy Soldiers,2012-04-27,"Action, Casual, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",19267,15953,"22,14"
102600,Orcs Must Die!,2011-10-11,"Action, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",18195,15070,"20,94"
108700,Death Rally,2012-08-03,"Action, Racing","Single-player, Family Sharing",17902,14825,"22,14"
108710,Alan Wake,2012-02-16,"Action, Adventure","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",17902,14825,"34,14"
110800,L.A. Noire,2011-11-08,"Adventure, Strategy","Single-player, Steam Achievements",21255,15121,"65,94"
111800,Blocks That Matter,2011-08-19,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing",20975,17331,15
200260,Batman: Arkham City - Game of the Year Edition,2012-09-07,"Action, Adventure","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",18253,19496,"33,9"
200510,XCOM: Enemy Unknown,2012-10-11,Strategy,"Single-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",7449,110,"89,94"
200710,Torchlight II,2012-09-20,"Action, Adventure, Indie, RPG","Single-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",18477,1184,"33,9"
201420,Toki Tori 2+,2013-07-11,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on TV, Family Sharing",22586,18631,"28,74"
201790,Orcs Must Die! 2,2012-07-30,"Action, Adventure, Indie, RPG, Strategy","Single-player, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Family Sharing",18195,15070,"27,54"
202750,Alan Wake's American Nightmare,2012-05-22,"Action, Adventure","Single-player, Remote Play on TV, Family Sharing",17902,14825,"34,14"
204100,Max Payne 3,2012-05-31,Action,"Single-player, Steam Achievements",18252,15121,"65,94"
204240,The Bridge,2013-02-22,"Adventure, Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",22597,17929,"22,14"
204450,Call of Juarez: Gunslinger,2013-05-22,Action,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",21441,17687,"58,98"
205650,The Testament of Sherlock Holmes,2012-09-20,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",7931,6485,"59,94"
206190,Gunpoint,2013-06-03,"Action, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing",20929,17289,"22,14"
207020,Bang Bang Racing,2012-06-08,Racing,"Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",5726,7656,"22,14"
207140,SpeedRunners,2016-04-19,"Action, Casual, Indie, Racing, Sports","Single-player, Online PvP, Shared/Split Screen PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",6041,18188,"41,4"
207570,English Country Tune,2012-08-09,"Indie, Casual","Single-player, Steam Cloud, Family Sharing",10248,8499,15
207690,Botanicula,2012-05-07,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",1011,839,"29,94"
208650,Batman™: Arkham Knight,2015-06-23,"Action, Adventure","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",18253,19496,"80,94"
209000,Batman™: Arkham Origins,2013-10-24,"Action, Adventure","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",23580,19453,"33,9"
209230,Sherlock Holmes and The Hound of The Baskervilles,2012-04-23,"Adventure, Casual","Single-player, Family Sharing",23552,6485,"29,94"
209630,Magrunner: Dark Pulse,2013-06-20,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Remote Play on TV, Family Sharing",7931,6485,"59,94"
210770,Sanctum 2,2013-05-15,"Action, Indie, Strategy","Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",4285,3513,"41,4"
211260,They Bleed Pixels,2012-08-29,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",20090,16623,"28,8"
211340,Magical Diary: Horse Hall,2012-05-31,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",9250,7646,"41,4"
213330,LEGO® Batman™ 2: DC Super Heroes,2012-06-22,"Action, Adventure","Single-player, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",22479,19453,"59,34"
214510,LEGO® The Lord of the Rings™,2012-11-27,"Action, Adventure","Single-player, Steam Achievements, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",22317,19453,"64,74"
214770,Guacamelee! Gold Edition,2013-08-08,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",6214,5068,"41,4"
217100,Dementium II HD,2013-12-17,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13605,11573,18
217270,Karateka,2012-12-03,"Action, Indie, Strategy","Single-player, Family Sharing",12440,4905,"9,9"
221100,DayZ,2018-12-13,"Action, Adventure, Massively Multiplayer","MMO, Online PvP, Online Co-op, Steam Achievements, Steam Workshop, Steam Cloud, Valve Anti-Cheat enabled",2963,2434,"167,94"
223220,Giana Sisters: Twisted Dreams,2012-10-22,"Action, Indie","Single-player, Shared/Split Screen PvP, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",2674,7656,"28,74"
224760,FEZ,2013-05-01,Indie,"Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",16890,18402,"22,14"
226620,Desktop Dungeons,2023-04-18,"Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",17253,14303,"28,74"
227100,Sniper Elite: Nazi Zombie Army,2013-02-28,Action,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Valve Anti-Cheat enabled, Steam Leaderboards, Family Sharing",17691,14658,"41,4"
227300,Euro Truck Simulator 2,2012-10-12,"Indie, Simulation","Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing",18841,15612,"55,2"
227780,Serious Sam Classics: Revolution,2019-08-30,"Action, Indie","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Remote Play Together, Family Sharing",4764,4550,"122,52"
230190,War for the Overworld,2015-04-02,"Indie, Simulation, Strategy","Single-player, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Family Sharing",3218,2641,78
231160,The Swapper,2013-05-30,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Remote Play on TV, Family Sharing",15537,5847,"28,74"
232010,Euro Truck Simulator,2013-03-08,"Indie, Simulation","Single-player, Remote Play Together, Family Sharing",18841,15612,"14,1"
233130,Shadow Warrior,2013-09-26,"Action, Adventure","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Remote Play on TV, Family Sharing",7667,4550,"280,8"
233720,Surgeon Simulator,2013-04-19,"Action, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",3055,18188,"28,8"
234670,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,2013-10-24,"Action, Adventure","Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",4903,1695,"71,94"
234940,The 39 Steps,2013-04-25,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",21750,17938,"3,12"
235250,Super Sanctum TD,2013-05-09,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",4285,3513,15
235540,Warhammer: End Times - Vermintide,2015-10-23,"Action, Indie","Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing",7293,5948,108
235980,Tetrobot and Co.,2013-10-22,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",20975,17331,"28,8"
236450,PAC-MAN™ Championship Edition DX+,2013-09-24,Action,"Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",13901,1695,"39,36"
237470,Battle Worlds: Kronos,2013-11-04,Strategy,"Single-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Includes level editor, Family Sharing",11589,9583,"41,94"
238010,Deus Ex: Human Revolution - Director's Cut,2013-10-25,"Action, RPG","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Commentary available, Remote Play on Tablet, Family Sharing",6532,5328,"59,94"
241260,Sherlock Holmes: Crimes and Punishments,2014-09-29,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",7931,6485,"89,94"
241930,Middle-earth™: Shadow of Mordor™,2014-09-30,,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",14142,19453,"64,74"
242050,Assassin’s Creed® IV Black Flag™,2013-11-19,"Action, Adventure","Single-player, In-App Purchases",22647,18671,"119,94"
242700,Injustice: Gods Among Us Ultimate Edition,2013-11-29,Action,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",14741,19453,"64,74"
244910,Homesick,2015-05-28,"Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing",12784,10597,"28,74"
245050,SpellForce 2 - Demons of the Past,2014-01-16,"RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Includes level editor, Family Sharing",21892,18075,"41,94"
245170,Skullgirls 2nd Encore,2013-08-22,"Action, Indie","Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",9583,1506,"34,14"
246760,Legends of Eisenwald,2015-07-02,"Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing",1741,1430,"43,74"
247910,Sniper Elite: Nazi Zombie Army 2,2013-10-31,"Action, Adventure","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",17691,14658,"41,4"
248470,Doorways: Prelude,2013-09-20,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",18581,15385,"28,8"
248530,Depth Hunter 2: Deep Dive,2014-08-20,"Action, Adventure, Casual, Indie, Simulation, Sports","Single-player, Steam Achievements, Steam Trading Cards, Stats, Steam Leaderboards, Family Sharing",2434,2020,"63,6"
249870,Scribblenauts Unmasked: A DC Comics Adventure,2013-09-24,"Action, Adventure, Casual, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",245,19453,"64,74"
251130,Chroma Squad,2015-04-30,"Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Steam Leaderboards, Family Sharing",2290,1898,"27,54"
251230,Livelock,2016-08-30,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",22509,1184,"20,94"
252130,Divide By Sheep,2015-07-02,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",23137,18188,15
252710,The Last Express Gold Edition,2013-11-21,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",6018,4905,"20,7"
252830,Claire,2014-07-07,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",9197,7600,"28,8"
252890,Dracula: Love Kills,2013-10-29,"Adventure, Casual","Single-player, Steam Achievements, Family Sharing",23552,6485,"29,94"
253110,The Cat Lady,2013-12-04,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",9345,15598,"28,8"
253330,Neverending Nightmares,2014-09-26,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Remote Play on TV, Family Sharing",10313,8565,"28,74"
256070,Truck Racer,2013-10-18,Racing,"Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",11931,13928,"32,94"
256290,Child of Light,2014-04-29,RPG,"Single-player, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing",22648,18671,"44,94"
257120,Not The Robots,2013-12-12,"Action, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",111,18188,"28,8"
257510,The Talos Principle,2014-12-11,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on TV, Family Sharing",4764,4550,78
258090,99 Spirits,2013-11-12,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",22206,6536,"28,8"
258180,Deus Ex: The Fall,2014-03-17,"Action, Adventure, RPG","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",6531,5328,"29,94"
258760,Scania Truck Driving Simulator,2014-02-27,"Indie, Simulation","Single-player, Remote Play Together, Family Sharing",18841,15612,"28,2"
259530,Savant - Ascent,2013-12-04,"Action, Indie","Single-player, Steam Achievements, Steam Leaderboards, Family Sharing",4973,4063,"28,44"
260210,Assassin’s Creed® Liberation HD,2014-01-15,"Action, Adventure","Single-player, Family Sharing",22660,18671,"59,94"
262120,Toy Soldiers: Complete,2016-02-17,"Action, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",19267,15953,"27,54"
263400,War of the Human Tanks,2014-01-10,"Adventure, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",24179,6536,"28,8"
263460,Girls Like Robots,2014-02-14,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",16918,14019,"15,54"
263980,Out There Somewhere,2016-03-14,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Family Sharing",13908,15714,"41,04"
264300,Guns n Zombies,2014-10-30,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",11812,9775,"89,1"
265890,Hexcells,2014-02-19,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",13421,11115,"9,3"
266230,Last Dream,2014-03-13,"Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",23698,19591,"28,8"
267490,Batman™: Arkham Origins Blackgate - Deluxe Edition,2014-04-01,"Action, Adventure","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",1533,19496,"33,9"
267940,Glacier 3: The Meltdown,2014-01-23,"Action, Racing","Single-player, Family Sharing",21240,6573,"9,3"
267960,Hyper Fighters,2014-01-23,Action,"Single-player, Family Sharing",21240,6573,"9,3"
267980,Hostile Waters: Antaeus Rising,2014-01-30,Strategy,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",17438,6573,"9,3"
268240,Mechanic Escape,2014-04-15,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",19539,13928,"18,54"
268500,XCOM® 2,2016-02-04,Strategy,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Tablet, Family Sharing",7449,110,"179,94"
269330,Chronology,2014-05-12,"Adventure, Indie","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",2268,1878,"11,94"
269490,Bardbarian,2014-04-01,"Action, Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",22336,18432,"20,94"
269690,RymdResa,2015-08-20,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",14260,11787,"34,2"
