app_id,title,release_date,genres,categories,developer_id,publisher_id,original_price
586350,UBERMOSH:WRAITH,2017-01-29,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",23490,19407,"15,6"
586790,Hold your houses,2017-01-31,"Action, Strategy","Single-player, Steam Trading Cards, Family Sharing",23660,3602,"3,12"
587330,MARS SIMULATOR - RED PLANET,2017-02-02,"Casual, Simulation","Single-player, Steam Trading Cards, Family Sharing",20419,18789,"41,88"
588110,One Dog Story,2017-04-28,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",2494,2065,"37,68"
588230,Beckett,2018-02-27,"Adventure, Indie","Single-player, Steam Achievements, Family Sharing",21728,17938,"6,3"
588560,VRobot: VR Giant Robot Destruction Simulator,2018-09-12,"Action, Indie","Single-player, Online PvP, Shared/Split Screen PvP, Cross-Platform Multiplayer, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards, Remote Play Together, Family Sharing",12791,10605,"28,74"
588620,Mary Le Chef - Cooking Passion,2017-06-23,"Adventure, Casual, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",3702,6794,"43,8"
589280,Stunt Kite Masters VR,2017-06-01,"Action, Simulation, Sports","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud, Steam Leaderboards, Family Sharing",9259,7656,"11,94"
589670,Double Kick Heroes,2020-08-13,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Includes level editor, Family Sharing",9392,7769,"31,74"
589940,Eye of the Temple,2021-10-14,"Action, Adventure, Indie","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud, Family Sharing",18470,15299,"31,74"
590380,Into the Breach,2018-02-27,"Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",20730,17128,"27,54"
590590,Remnants of Naezith,2018-02-05,"Action, Adventure, Casual, Indie, Racing","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Family Sharing",22119,18257,"28,74"
590850,Night Lights,2019-06-07,"Adventure, Casual, Indie, Strategy","Single-player, Steam Achievements, Family Sharing",13641,11304,15
592270,Neko Navy,2017-06-14,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Family Sharing",5383,6536,"31,8"
592340,Mall Empire,2017-02-16,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",8369,6855,"17,22"
593240,VR SUPER SPORTS,2017-03-13,"Action, Casual, Indie, Sports","Single-player, Tracked Controller Support, VR Only, Steam Leaderboards, Family Sharing",18725,15498,"26,34"
593250,Voxel Shot VR,2017-05-19,"Action, Casual, Indie","Single-player, Tracked Controller Support, VR Only, Family Sharing",18725,15498,"26,34"
594570,Total War: WARHAMMER II,2017-09-28,"Action, Strategy","Single-player, Online PvP, LAN PvP, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Remote Play on Tablet, Family Sharing",4678,15679,"179,94"
594650,Hunt: Showdown,2019-08-27,Action,"Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Leaderboards, Remote Play on Tablet, Remote Play on TV",4819,3936,"89,94"
595320,Polterheist,2017-02-22,"Action, Indie, Simulation","Single-player, Steam Trading Cards, Family Sharing",2586,2145,15
595440,CPU Invaders,2017-02-17,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",13755,15352,"15,6"
596590,Linked,2017-02-20,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",21843,3602,12
597170,Clone Drone in the Danger Zone,2021-07-27,"Action, Indie","Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Captions available, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing",5910,4819,"31,74"
597730,Dark Grim Mariupolis,2018-03-20,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",21327,19933,"17,52"
598550,HUNTDOWN,2021-05-12,"Action, Indie","Single-player, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing",6412,3513,"52,8"
599140,Graveyard Keeper,2018-08-15,"Adventure, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",12110,18188,"52,8"
599460,Weapon Shop Fantasy,2017-03-27,"Adventure, Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",10274,8529,"20,94"
599610,Lost Words: Beyond the Page,2021-04-06,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",19462,11162,"27,54"
599960,Dogolrax,2017-02-24,"Adventure, Indie","Single-player, Steam Achievements, Family Sharing",21371,17642,"15,54"
601530,Darkarta: A Broken Heart's Quest Collector's Edition,2017-03-08,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",22538,18595,"20,94"
601640,The guard of dungeon,2017-03-07,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",9538,10005,"43,8"
602430,Yono and the Celestial Elephants,2017-10-12,"Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing",14628,13928,"27,54"
603060,Tarim: Guardians,2017-10-27,"Action, Adventure, Casual, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",6008,629,"3,12"
603090,Dream Stone,2017-03-08,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",17328,15352,"44,4"
603110,Grizzland,2019-07-17,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing, Profile Features Limited",11522,9529,15
604150,Bomb Royale,2018-12-12,"Casual, Indie, Strategy, Early Access","Single-player, Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, Family Sharing, Profile Features Limited",15657,12978,"15,6"
604770,Dark Prospect,2023-03-05,"Action, Indie, Strategy","Single-player, Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, Family Sharing",3655,3005,"28,8"
605180,Theory of Fear,2017-03-28,"Adventure, Casual, Indie, Simulation","Single-player, Family Sharing",1098,916,"20,7"
605830,Organ Quarter,2017-10-19,"Action, Adventure, Indie","Single-player, Tracked Controller Support, VR Only, Family Sharing",15861,13146,66
605990,Heart's Medicine - Hospital Heat,2017-05-23,"Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Cloud, Family Sharing",2871,6794,"48,6"
606500,HellSign,2021-02-24,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Family Sharing",2044,1678,"31,74"
606800,Startup Company,2020-04-10,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",9817,8133,"36,6"
606950,Army General,2017-04-26,Strategy,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",16387,13558,"27,54"
606960,CRIMSON METAL Classic 1999,2017-05-04,"Action, Adventure, Indie, Simulation","Single-player, Steam Trading Cards, Family Sharing",13002,10783,"24,9"
607030,Jade's Journey 2,2017-05-12,"Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",23515,19440,"27,48"
609110,Blazing Chrome,2019-07-11,"Action, Indie","Single-player, Shared/Split Screen PvP, Shared/Split Screen Co-op, Steam Achievements, Steam Cloud, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing",11143,17822,"46,2"
610380,Ratty Catty,2017-09-19,"Action, Adventure, Casual, Indie, Simulation, Strategy","Single-player, Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Steam Leaderboards, Family Sharing",11472,9497,"41,4"
610840,JASEM: Just Another Shooter with Electronic Music,2017-10-19,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",20280,16772,"35,04"
610960,红石遗迹 - Red Obsidian Remnant,2017-09-04,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17761,1905,"31,68"
611190,ROGUE SHIFT,2023-02-09,"Action, Adventure, Indie, RPG","Single-player, Online Co-op, Steam Achievements, Family Sharing",7246,3937,"28,8"
611670,The Elder Scrolls V: Skyrim VR,2018-04-02,RPG,"Single-player, Steam Achievements, Tracked Controller Support, VR Only, SteamVR Collectibles, Steam Cloud, Family Sharing",2404,1992,"179,94"
611790,House Party,2022-07-15,"Adventure, Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing",6486,5293,"71,94"
612390,Dandara: Trials of Fear Edition,2018-02-06,"Action, Indie","Single-player, Steam Achievements, Steam Cloud, Remote Play on TV, Family Sharing",12614,14580,"41,4"
613270,Dinosis Survival,2017-07-07,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Captions available, Family Sharing",4503,3682,"15,54"
614950,Shootout on Cash Island,2018-01-18,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17288,14329,"6,3"
615090,Royal Offense,2017-05-10,"Action, Casual, Indie, RPG, Strategy","Single-player, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Captions available, Stats, Steam Leaderboards, Includes level editor, Remote Play Together, Family Sharing",1762,1447,"3,12"
616250,Crystalline,2018-08-22,"Action, Adventure, Indie, RPG, Simulation","Single-player, Steam Cloud, Family Sharing",16621,13765,"52,8"
617290,Remnant: From the Ashes,2019-08-19,"Action, Adventure, RPG","Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Remote Play on TV, Family Sharing",9133,1184,"86,4"
617830,SUPERHOT VR,2017-05-25,"Action, Indie","Single-player, Steam Achievements, Tracked Controller Support, VR Supported, SteamVR Collectibles, Steam Leaderboards, Family Sharing",20870,17244,"53,94"
617970,Love Bites,2018-06-01,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",23842,19705,"52,8"
618140,Barro,2018-03-28,"Casual, Indie, Racing","Single-player, Shared/Split Screen PvP, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",18763,15533,"18,72"
618210,Lanternium,2019-04-22,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing, Profile Features Limited",2791,2301,"27,12"
619150,while True: learn(),2019-01-17,"Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",12791,10605,"25,14"
619340,EGOS - Tales of Fallen Souls,2017-07-27,"Adventure, Casual, Indie, Early Access","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Commentary available, Family Sharing",14848,12329,"3,12"
619400,Fluffy Creatures VS The World,2017-04-09,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Remote Play Together, Family Sharing",1016,844,"3,12"
619670,Huge Bang Bang,2017-10-03,"Action, Indie, RPG, Early Access","Online PvP, Family Sharing",16001,13259,"9,9"
619810,Fabulous - Angela's High School Reunion,2017-06-21,"Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Family Sharing",8305,6794,"48,6"
620130,Chaos Town,2017-05-29,"Action, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",17328,15352,78
620790,The Slopes,2017-05-19,"Action, Adventure, Indie, Racing","Single-player, Tracked Controller Support, VR Only, Steam Trading Cards, Stats, Family Sharing",16313,11956,"28,8"
621150,False Shelter,2017-04-19,RPG,"Single-player, Steam Trading Cards, Family Sharing",1016,844,"3,12"
621830,WRC 7 FIA World Rally Championship,2017-09-15,Racing,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",11846,12027,"45,54"
622680,Mayhem in Single Valley,2021-05-20,"Action, Adventure, Indie","Single-player, Steam Achievements, Family Sharing",7642,18188,"41,4"
622770,Hacktag,2018-02-14,"Action, Adventure, Indie","Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Remote Play Together, Family Sharing",16450,13620,"59,94"
623070,Delicious - Emily's Miracle of Life,2017-08-02,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",8305,6794,"52,8"
623670,Moe Mekuri SP,2017-04-23,Indie,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",11722,9701,27
625700,Global Soccer: A Management Game 2017,2017-05-24,"Casual, Indie, Simulation, Sports, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",7731,6336,"28,8"
627270,Injustice™ 2,2017-11-30,Action,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, HDR available, Family Sharing",14741,19496,"194,94"
627620,Intelligent Design: An Evolutionary Sandbox,2017-05-12,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",16481,13642,"20,7"
627820,England Exchange,2017-05-05,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",9247,7646,"41,4"
627950,1914: Prelude to Chaos,2017-05-08,RPG,"Single-player, Steam Trading Cards, Family Sharing",1016,844,"3,12"
628670,Hellpoint,2020-07-30,"Action, Adventure, Indie, RPG","Single-player, Online PvP, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Remote Play on TV, Remote Play Together, Family Sharing",4599,18188,90
628760,The Adventurer - Episode 1: Beginning of the End,2017-07-29,"Adventure, Casual, Indie, RPG, Simulation","Single-player, Steam Trading Cards, Family Sharing",24457,15352,"18,72"
628960,Journey to Alien Worlds,2023-09-18,"Adventure, Casual, Indie, Simulation","Single-player, Tracked Controller Support, VR Only, Steam Trading Cards, Family Sharing",10032,3602,"3,12"
629380,Cosmic Pioneer,2017-06-07,"Casual, Indie, Simulation","Single-player, Steam Trading Cards, Family Sharing",1016,844,"3,12"
629430,The Last Birdling,2017-08-31,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",10475,8703,"13,14"
629840,Caligo,2017-09-22,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",11812,9775,"3,12"
630170,Murder In Tehran's Alleys 1933,2017-06-08,Adventure,"Single-player, Family Sharing",18418,16940,"68,28"
630870,Chuusotsu! 1st Graduation: Time After Time,2018-04-24,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",20558,6536,"52,8"
631540,Community Inc,2017-08-03,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",21049,18188,"41,4"
631570,Whispers of a Machine,2019-04-17,Adventure,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",4168,14580,"41,4"
632000,CrossCells,2017-05-26,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",13421,11115,"9,3"
632050,The Village,2017-10-12,"Action, Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Stats, Commentary available, Family Sharing",19781,15352,"42,12"
632200,Kuro survival,2017-06-21,"Action, Adventure, Casual, Indie, Racing","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing",24275,20073,"24,42"
632250,DERU - The Art of Cooperation,2018-11-07,"Casual, Indie","Single-player, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",10362,8606,"28,74"
633230,NARUTO TO BORUTO: SHINOBI STRIKER,2023-06-29,Action,"Single-player, Online PvP, Online Co-op, Steam Achievements, Family Sharing",19802,1695,"71,94"
633440,Unit 4,2017-05-24,"Action, Indie","Single-player, Shared/Split Screen PvP, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",8336,6821,"41,28"
634160,Cattails | Become a Cat!,2017-12-01,"Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",7195,5871,"27,54"
635310,Ski Sniper,2017-05-18,"Action, Casual, Sports","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",4641,3797,"15,54"
636360,Silent Gentlemen,2019-04-29,RPG,"Single-player, Steam Trading Cards, Family Sharing, Profile Features Limited",4088,11956,78
636370,The Sun Never Sets,2017-06-06,RPG,"Single-player, Steam Trading Cards, Family Sharing",4088,11956,78
637060,Tiny Tales: Heart of the Forest,2017-07-20,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",3144,1303,"41,4"
638200,Capitalism 2,2017-08-01,"Indie, Simulation, Strategy","Single-player, Steam Trading Cards, Family Sharing",6778,5538,"22,14"
638230,Journey,2020-06-11,"Adventure, Indie","Single-player, Online Co-op, Steam Achievements, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",21586,1034,"39,54"
638720,Final Battle,2018-04-20,"Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",3916,3227,"15,54"
639730,Murder In Tehran's Alleys 2016,2017-06-08,Adventure,"Single-player, Family Sharing",18418,16940,"68,28"
640380,UBERMOSH Vol.5,2017-05-25,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",23490,19407,"15,6"
641910,Bike Rush,2018-01-15,"Action, Casual, Indie, Racing, Simulation","Single-player, Steam Achievements, Tracked Controller Support, VR Supported, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",1906,1569,15
641990,The Escapists 2,2017-08-21,"Indie, Simulation, Strategy","Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",21409,17666,"141,06"
642020,Gordy and the Monster Moon,2023-09-29,"Action, Adventure, Indie","Single-player, Remote Play Together, Family Sharing",22556,18607,12
642170,Legendary Hunter VR,2017-08-24,"Action, Adventure, Casual, Indie, Simulation, Sports","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Leaderboards, Family Sharing",12068,6523,"20,94"
642520,Trio,2017-06-08,Casual,"Single-player, Steam Achievements, Family Sharing",16054,13299,"3,48"
642580,Cally's Caves 4,2018-01-09,Action,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",23025,18999,"20,94"
642610,Shape of the World,2018-06-05,"Casual, Indie","Single-player, Steam Achievements, Remote Play on TV, Family Sharing",9701,13928,"25,14"
643590,Everyday Golf VR,2017-07-12,Sports,"Single-player, Online PvP, Shared/Split Screen PvP, Shared/Split Screen Co-op, Cross-Platform Multiplayer, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud, Stats, Family Sharing",23861,19724,"43,74"
644530,The Maid_san's Caving Adventure - メイドさん洞窟探検 -,2017-06-21,"Action, Indie","Single-player, Steam Cloud, Family Sharing",11722,9701,18
644710,Gary Grigsby's War in the West,2017-08-03,Simulation,"Single-player, Steam Cloud, Remote Play Together, Family Sharing",104,16231,192
645240,Costumenaut,2017-09-22,"Action, Indie","Single-player, Steam Leaderboards, Family Sharing",24173,14201,15
645410,Ominous Tales: The Forsaken Isle,2017-06-19,"Adventure, Casual, Indie","Single-player, Family Sharing",22883,7912,"15,54"
645420,Entwined: Strings of Deception,2017-06-22,"Adventure, Casual, Indie","Single-player, Family Sharing",22883,7912,"17,94"
646500,Egypt: Old Kingdom,2018-05-24,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",4122,3383,"41,4"
646570,Slay the Spire,2019-01-23,"Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",13557,11238,66
646910,The Crew™ 2,2018-06-28,"Action, Massively Multiplayer, Racing","Single-player, MMO, Online PvP, Online Co-op, Steam Achievements, In-App Purchases, Remote Play on Phone, Remote Play on Tablet",10638,18671,"179,94"
647280,Pixel Shooter,2017-07-03,"Action, Adventure, Indie","Single-player, Steam Achievements, Family Sharing",18557,15363,"28,8"
648890,DMT: Dynamic Music Tesseract,2018-12-14,"Indie, Simulation","Single-player, Tracked Controller Support, VR Only, Family Sharing",5892,4801,"11,94"
649950,Ashen,2019-12-09,"Action, Adventure, RPG","Single-player, Online Co-op, Steam Achievements, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",355,1034,"95,94"
651670,Star Renegades,2020-09-08,"Action, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13343,14580,66
651680,Shalnor Legends: Sacred Lands,2018-01-25,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Cloud, Remote Play on TV, Family Sharing",11009,9121,"28,8"
652190,Emily Wants to Play Too,2017-12-13,"Action, Adventure, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Remote Play on TV, Family Sharing",19127,7984,24
652410,Brigand: Oaxaca,2017-07-11,"Action, Adventure, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing",3202,2630,24
652510,ESCAPE Room: Reality,2017-06-20,"Casual, Indie, RPG","Single-player, Steam Achievements, Family Sharing",21339,17615,"19,74"
652600,Descent - Silence of Mind,2017-08-01,"Adventure, Indie","Single-player, Family Sharing",11970,15352,"93,6"
654910,YANKAI'S PEAK.,2017-07-13,Indie,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",11464,9491,"13,14"
654990,Dude Simulator,2017-07-13,"Action, Adventure, Indie, Simulation","Single-player, Steam Trading Cards, Family Sharing",11539,9541,15
655910,BULLET PARTY,2017-07-31,"Action, Indie","Single-player, Shared/Split Screen Co-op, Steam Achievements, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",1888,1552,"3,12"
656190,THE HOUCHI PLAY -THE 放置プレイ-,2017-07-30,"Action, Indie","Single-player, Steam Cloud, Family Sharing",11722,9701,18
656240,Heat,2020-06-25,"Action, Adventure, Indie, RPG, Simulation","Single-player, Online PvP, LAN PvP, Online Co-op, LAN Co-op, Family Sharing",4248,3484,"31,74"
656350,UnderMine,2020-08-06,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",21881,18061,"31,74"
656490,Automobile Tycoon,2018-09-04,"Indie, Simulation, Strategy","Single-player, Steam Cloud, Family Sharing",19307,15990,"41,4"
656660,Fantasy Mosaics 15: Ancient Land,2017-07-03,"Casual, Indie","Single-player, Family Sharing",1186,979,"15,54"
657040,The Myth Seekers: The Legacy of Vulcan,2017-08-10,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",20830,1303,"41,4"
657590,Grav Blazer,2017-07-17,"Action, Casual, Indie","Single-player, Steam Achievements, Family Sharing",18112,15004,"21,24"
658430,Professor Watts Word Search: Into The Ocean,2017-07-16,"Casual, Indie, Strategy","Single-player, Steam Achievements, Family Sharing",18112,15004,"21,24"
658600,Lawnmower Game,2017-07-20,"Indie, Simulation","Single-player, Steam Achievements, Family Sharing",21540,17775,"6,3"
658690,Rage in Peace,2018-11-08,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing",18304,18244,"36,6"
658800,Fantasy Mosaics 16: Six Colors in Wonderland,2017-07-10,"Casual, Indie","Single-player, Family Sharing",1186,979,"15,54"
659490,Devil In The Capital,2017-07-04,Adventure,"Single-player, Family Sharing",18418,16940,"68,28"
659890,Fantasy Mosaics 17: New Palette,2017-07-17,"Casual, Indie","Single-player, Family Sharing",1186,979,"15,54"
660030,Fantasy Mosaics 18: Explore New Colors,2017-07-23,"Casual, Indie","Single-player, Family Sharing",1186,979,"15,54"
661490,Insert Paper,2017-10-10,Indie,"Single-player, Steam Achievements, Captions available, Family Sharing, Profile Features Limited",20268,3602,"3,12"
661500,Rekindling,2019-04-22,"Indie, Simulation, Strategy, Early Access","Single-player, Online Co-op, Steam Achievements, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Family Sharing, Profile Features Limited",19048,15768,"27,54"
661680,Growbot,2021-10-21,"Adventure, Indie","Single-player, Steam Achievements, Family Sharing",23459,1148,"105,6"
661970,SPACE BATTLE: Humanity,2017-07-19,"Casual, Indie, Strategy","Single-player, Steam Trading Cards, Family Sharing",4589,3757,"6,3"
662190,The Secret Order 6: Bloodline,2017-08-31,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",20830,1303,"41,4"
662230,Trendpoker 3D: Texas Hold'em Poker,2017-12-11,"Casual, Indie, Massively Multiplayer, Simulation, Sports, Strategy","Single-player, Online PvP, LAN PvP, Steam Achievements, Steam Cloud, Stats, Family Sharing",3328,2737,"20,94"
664350,German Fortress 3D,2017-07-15,"Action, Indie","Single-player, Family Sharing",14965,7072,"15,54"
664420,Girls and Quiz,2017-07-11,"Casual, Indie","Single-player, Steam Achievements, Family Sharing",14269,11795,"7,14"
664510,Infernal Racket,2017-10-20,"Action, Indie","Single-player, Steam Achievements, Family Sharing",8259,6759,"17,94"
664530,Legends of Iskaria: Days of Thieves,2017-07-06,"Adventure, Indie, RPG","Single-player, Family Sharing",12807,10620,"5,1"
664650,Canadian Football 2017,2017-07-26,"Indie, Sports","Single-player, Shared/Split Screen PvP, Remote Play Together, Family Sharing",3566,2930,"9,9"
665360,Comedy Night,2017-08-24,"Casual, Indie, RPG, Simulation","Online PvP, Online Co-op, Steam Trading Cards, In-App Purchases, Steam Leaderboards, Family Sharing",12329,10200,15
666620,BEHIND THESE EYES: A Short Horror Story,2017-08-17,"Action, Adventure, Indie, RPG","Single-player, Family Sharing",5417,4409,15
666800,Solitaire - Cat Pirate Portrait,2017-07-12,"Adventure, Casual, Indie, Simulation, Sports, Strategy","Single-player, Family Sharing",3015,2479,"6,3"
666940,Welcome Back To 2007,2018-05-09,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",19234,15929,"46,8"
666960,Cowboy's Adventure,2017-06-29,"Action, Adventure, Casual, Indie, Simulation","Single-player, Steam Cloud, Family Sharing",2798,2304,"6,3"
667300,aMAZE 3D,2017-07-13,"Adventure, Casual, Indie, Simulation, Strategy","Single-player, Steam Cloud, Family Sharing",2798,2304,"6,3"
667360,Hooligan Vasja: Christmas,2017-07-19,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Leaderboards, Family Sharing",22386,18475,"3,12"
667790,Downbreak,2018-04-10,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",6394,6265,15
